source,brand,processor,gpu,ram_gb,ram_type,storage_gb,storage_type,os,price
ds04,MSI,7th Gen AMD Ryzen 5 7535HS,NVIDIA Dedicated,16,DDR4,512,SSD,Windows 11,73490
ds04,HP,12th Gen Intel Core i5 12450H,NVIDIA Dedicated,16,DDR4,512,SSD,Windows 11,58900
ds04,Xiaomi,Intel Core Ultra 5 Series 1 125H,Intel Integrated,32,LPDDR5X,1024,SSD,Windows 11,69990
ds04,Dell,13th Gen Intel Core i5 13450HX,NVIDIA Dedicated,16,DDR5,1024,SSD,Windows 11,77990
ds04,HP,7th Gen AMD Ryzen 7 7840HS,NVIDIA Dedicated,32,DDR5,1024,SSD,Windows 11,135999
ds04,Lenovo,MediaTek Kompanio 520 Kompanio 520,ARM Integrated,4,LPDDR4X,128,eMMC,Chrome OS,12990
ds04,Infinix,13th Gen Intel Core i3 1315U,Intel Integrated,16,LPDDR4X,512,SSD,Windows 11,59990
ds04,Chuwi,12th Gen Intel N100 N100,Intel Integrated,8,LPDDR5,256,SSD,Windows 11,17990
ds04,Asus,Intel Celeron N4500,Intel Integrated,8,LPDDR4X,128,HDD,Chrome OS,15990
ds04,HP,5th Gen AMD Ryzen 5 5600H,AMD Dedicated,8,DDR4,512,SSD,Windows 11,51999
ds04,Zebronics,12th Gen Intel Core i5 1235U,Intel Integrated,16,DDR4,512,SSD,Windows 11,36990
ds04,Zebronics,12th Gen Intel Core i7 1255U,Intel Integrated,16,DDR4,512,SSD,Windows 11,41990
ds04,Acer,12th Gen Intel Core i5 12450H,NVIDIA Dedicated,16,DDR4,512,SSD,Windows 11,53990
ds04,HP,5th Gen AMD Ryzen 5 5600H,AMD Dedicated,16,DDR4,512,SSD,Windows 11,52900
ds04,Asus,12th Gen Intel Core i7 12700H ,NVIDIA Dedicated,16,DDR5,1024,SSD,Windows 11,79990
ds04,HP,13th Gen Intel Core i5 1335U,Intel Integrated,16,DDR4,512,SSD,Windows 11,70990
ds04,MSI,13th Gen Intel Core i9 13900H,NVIDIA Dedicated,16,DDR5,1024,SSD,Windows 11,119990
ds04,Asus,12th Gen Intel Core i5 12500H,Intel Integrated,16,DDR4,512,SSD,Windows 11,54489
ds04,Asus,13th Gen Intel Core i9 13980HX,NVIDIA Dedicated,16,DDR5,1024,SSD,Windows 11,159990
ds04,Asus,13th Gen Intel Core i5 13500H,NVIDIA Dedicated,16,DDR5,512,SSD,Windows 11,94990
ds04,HP,12th Gen Intel Core i3 1215U,Intel Integrated,8,DDR4,512,SSD,Windows 11,36490
ds04,Asus,13th Gen Intel Core i5 1335U,Intel Integrated,8,DDR4,512,SSD,Windows 11,45990
ds04,HP,7th Gen AMD Ryzen 3 7320U,AMD Integrated,8,LPDDR5,512,SSD,Windows 11,29990
ds04,Asus,7th Gen AMD Ryzen 5 7520U,AMD Integrated,16,LPDDR5,512,SSD,Windows 11,48490
ds04,HP,12th Gen Intel Core i3 1215U,Intel Integrated,8,DDR4,512,SSD,Windows 11,34800
ds04,HP,5th Gen AMD Ryzen 5  5600H ,NVIDIA Dedicated,8,DDR4,512,SSD,Windows 11,53400
ds04,Asus,12th Gen Intel Core i9 12900H,NVIDIA Dedicated,32,DDR5,1024,SSD,Windows 11,179990
ds04,Asus,Qualcomm Snapdragon X Elite X1E 78 100,Qualcomm Integrated,16,LPDDR5X,512,SSD,Windows 11,129990
ds04,Asus,Qualcomm Snapdragon X X1 26 100,Qualcomm Integrated,16,LPDDR5X,512,SSD,Windows 11,99990
ds04,Dell,13th Gen Intel Core i5 1334U,Intel Integrated,16,DDR5,512,SSD,Windows 11,65990
ds04,Asus,13th Gen Intel Core i5 13420H,NVIDIA Dedicated,16,DDR4,512,SSD,Windows 11,75990
ds04,Asus,13th Gen Intel Core i9 13900H,Intel Integrated,16,Unknown,1024,SSD,Windows 11,99990
ds04,Dell,13th Gen Intel Core i5 1334U,Intel Integrated,16,Unknown,1024,SSD,Windows 11,76377
ds04,Asus,7th Gen AMD Ryzen 5 7520U,AMD Integrated,16,LPDDR5,512,SSD,Windows 11,41990
ds04,Asus,Qualcomm Snapdragon X X1 X X1 26 100,Qualcomm Integrated,16,Unknown,512,SSD,Windows 11,99999
ds04,HP,13th Gen Intel Core i5 13420H,NVIDIA Dedicated,16,DDR4,512,SSD,Windows 11,74990
ds04,Asus,Intel Core Ultra 7 256V,Intel Integrated,16,LPDDR5X,512,SSD,Windows 11,114990
ds04,Asus,5th Gen Intel Core Ultra 5 226V,Intel Integrated,16,LPDDR5X,512,SSD,Windows 11,99990
ds04,Asus,Intel Core Ultra 7 256V,Intel Integrated,16,LPDDR5X,512,SSD,Windows 11,111990
ds04,Asus,Intel Core Ultra 9 285H,Intel Integrated,32,LPDDR5X,1024,SSD,Windows 11,239990
ds04,Asus,Intel Core Ultra 5 225H,Intel Integrated,16,LPDDR5X,1024,SSD,Windows 11,112990
ds04,HP,7th Gen AMD Ryzen 5 7520U,AMD Integrated,8,DDR4,512,SSD,Windows 11,30800
ds04,Asus,13th Gen Intel Core i9 13900H,Intel Integrated,16,DDR4,512,SSD,Windows 11,94990
ds04,Dell,12th Gen Intel Core i3 1215U,Intel Integrated,8,DDR4,512,SSD,Windows 11,29990
ds04,Acer,13th Gen Intel Core i3 1305U,Intel Integrated,8,DDR4,512,SSD,Windows 11,31980
ds04,Lenovo,7th Gen AMD Ryzen 9 7945HX,NVIDIA Dedicated,32,DDR5,1024,SSD,Windows 11,201190
ds04,Dell,13th Gen Intel Core i5 1334U,Intel Integrated,16,DDR5,512,SSD,Windows 11,71990
ds04,Lenovo,Qualcomm Snapdragon X Plus X1P-42-100,Qualcomm Integrated,16,LPDDR5X,1024,SSD,Windows 11,64990
ds04,Samsung,Intel Core Ultra 7 Series 1 155H,Intel Integrated,16,LPDDR5X,1024,SSD,Windows 11,199990
ds04,HP,Intel Core Ultra 5 125U,Intel Integrated,16,LPDDR5,1024,SSD,Windows 11,70990
ds04,Lenovo,12th Gen Intel Core i5 12450H,Intel Integrated,8,LPDDR5,512,SSD,Windows 11,48590
ds04,Acer,12th Gen Intel Core i3 1215U,Intel Integrated,8,DDR4,512,SSD,Windows 11,29990
ds04,Asus,13th Gen Intel Core i9 13900H,Intel Integrated,16,LPDDR5,512,SSD,Windows 11,79990
ds04,Lenovo,13th Gen Intel Core i5 13450HX,NVIDIA Dedicated,24,DDR5,512,SSD,Windows 11,80990
ds04,Acer,7th Gen AMD Ryzen 7 7730U,Intel Integrated,16,LPDDR4X,1024,SSD,Windows 11,41290
ds04,Asus,12th Gen Intel Core i7 12700H,NVIDIA Dedicated,16,DDR4,512,SSD,Windows 11,70990
ds04,Asus,7th Gen AMD Ryzen 7 7435HS,NVIDIA Dedicated,16,DDR5,512,SSD,Windows 11,58590
ds04,Lenovo,13th Gen Intel Core i5 1335U,Intel Integrated,16,DDR4,512,SSD,Windows 11,69990
ds04,Acer,13th Gen Intel Core i7 13620H,NVIDIA Dedicated,16,DDR4,512,SSD,Windows 11,74999
ds04,Asus,12th Gen Intel Core i5 12500H,NVIDIA Dedicated,16,DDR4,512,SSD,Windows 11,64990
ds04,Asus,8th Gen AMD Ryzen 9 8945H,NVIDIA Dedicated,16,DDR5,1024,SSD,Windows 11,124990
ds04,Acer,11th Gen Intel Core i3 1115G4,Intel Integrated,16,DDR4,512,SSD,Windows 11,29990
ds04,Asus,8th Gen AMD Ryzen 7 8845HS,NVIDIA Dedicated,16,LPDDR5X,1024,SSD,Windows 11,119750
ds04,MSI,13th Gen Intel Core i5 13420H,NVIDIA Dedicated,16,DDR5,512,SSD,Windows 11,59990
ds04,Asus,AMD Ryzen AI 9 HX 370,AMD Integrated,24,LPDDR5X,512,SSD,Windows 11,108990
ds04,MSI,12th Gen Intel Core i3 1215U,Intel Integrated,16,Unknown,512,SSD,Windows 11,30890
ds04,Lenovo,Qualcomm Snapdragon X Elite X1E-78-100,Qualcomm Integrated,32,LPDDR5X,1024,SSD,Windows 11,139990
ds04,HP,13th Gen Intel Core i5 13420H,NVIDIA Dedicated,16,DDR4,512,SSD,Windows 11,79590
ds04,Lenovo,13th Gen Intel Core i5 1335U,Intel Integrated,16,DDR5,512,SSD,Windows 11,57980
ds04,MSI,12th Gen Intel Core i5 1235U,Intel Integrated,8,DDR4,512,SSD,Windows 11,36990
ds04,HP,13th Gen Intel Core i3 1315U,Intel Integrated,8,DDR4,512,SSD,Windows 11,38990
ds04,Asus,13th Gen Intel Core i9 13900H,Intel Integrated,16,LPDDR5,512,SSD,Windows 11,91599
ds04,Lenovo,13th Gen Intel Core i5 1335U,Intel Integrated,16,DDR4,1024,SSD,Windows 11,74990
ds04,Asus,7th Gen AMD Ryzen 7 7435HS,NVIDIA Dedicated,16,DDR5,512,SSD,Windows 11,65989
ds04,Asus,7th Gen AMD Ryzen 7 7435HS,NVIDIA Dedicated,16,DDR5,512,SSD,Windows 11,58990
ds04,HP,7th Gen AMD Ryzen 5 7520U,AMD Integrated,8,LPDDR5,512,SSD,Windows 11,39800
ds04,HP,Intel Core Ultra 5 Series 1 125H,Intel Integrated,16,DDR5,512,SSD,Windows 11,67490
ds04,Microsoft,Qualcomm Snapdragon X Elite,Qualcomm Integrated,16,LPDDR5X,1024,SSD,Windows 11,162990
ds04,HP,12th Gen Intel Core i3 1215U,Intel Integrated,8,DDR4,256,SSD,Windows 11,31490
ds04,MSI,Intel Core Ultra 7 Series 1 155H,Intel Integrated,16,DDR5,1024,SSD,Windows 11,65990
ds04,Lenovo,Intel Core Ultra 7 Series 1 155H,Intel Integrated,16,LPDDR5X,1024,SSD,Windows 11,93990
ds04,Asus,12th Gen Intel Core i7 1255U,Intel Integrated,16,DDR4,512,SSD,Windows 11,63890
ds04,Acer,14th Gen Intel Core i5 14450HX,NVIDIA Dedicated,16,DDR5,512,SSD,Windows 11,102990
ds04,Acer,14th Gen Intel Core i7 14650HX,NVIDIA Dedicated,16,DDR5,512,SSD,Windows 11,109990
ds04,Acer,7th Gen AMD Ryzen 7 7730U,Intel Integrated,16,LPDDR4X,1024,SSD,Windows 11,44990
ds04,MSI,13th Gen Intel Core i9 13980HX,NVIDIA Dedicated,32,DDR5,1024,SSD,Windows 11,139990
ds04,Acer,7th Gen AMD Ryzen 5 7430U,AMD Integrated,16,DDR4,512,SSD,Windows 11,37990
ds04,Lenovo,13th Gen Intel Core i5 1340P,Intel Integrated,16,LPDDR5,512,SSD,Windows 11,86190
ds04,Lenovo,12th Gen Intel,Intel Integrated,16,DDR4,512,SSD,Windows 11,44990
ds04,Acer,7th Gen AMD Ryzen 5 7430U,AMD Integrated,8,DDR4,512,SSD,Windows 11,36990
ds04,Lenovo,13th Gen Intel Core i3 1305U,Intel Integrated,8,Unknown,512,SSD,Windows 11,37100
ds04,Honor,Qualcomm Snapdragon X Elite,Qualcomm Integrated,32,LPDDR5,1024,SSD,Windows 11,89990
ds04,Chuwi,12th Gen Intel Core i5 12450H,Intel Integrated,16,DDR4,512,SSD,Windows 11,41990
ds04,Acer,12th Gen Intel Core i5 1235U,Intel Integrated,16,Unknown,1024,SSD,Windows 11,44990
ds04,Acer,Intel Snapdragon X Plus X1P-42-100,Qualcomm Integrated,16,LPDDR5X,1024,SSD,Windows 11,89990
ds04,Acer,Intel Core i3 N305,Intel Integrated,16,DDR4,512,SSD,Windows 11,29990
ds04,Acer,7th Gen AMD Ryzen 7 7730U,AMD Integrated,16,Unknown,1024,SSD,Windows 11,53990
ds04,HP,12th Gen Intel Core i3 1215U,Intel Integrated,8,Unknown,512,SSD,Windows 11,35490
ds04,Acer,12th Gen Intel Core i5 12450H,Intel Integrated,12,DDR4,512,SSD,Windows 11,44990
ds04,Asus,Qualcomm Snapdragon X Plus X1P 42,Qualcomm Integrated,16,LPDDR5X,1024,SSD,Windows 11,89990
ds04,Acer,12th Gen Intel Core i3 1215U,Intel Integrated,16,DDR4,512,SSD,Windows 11,31990
ds04,Asus,AMD Ryzen AI 9 HX 370,NVIDIA Dedicated,16,LPDDR5X,1024,SSD,Windows 11,184990
ds04,Asus,8th Gen AMD Ryzen 7 8845HS,NVIDIA Dedicated,16,LPDDR5X,1024,SSD,Windows 11,119800
ds04,Asus,AMD Ryzen AI 9 365,NVIDIA Dedicated,24,LPDDR5X,1024,SSD,Windows 11,169899
ds04,Asus,AMD Ryzen AI 9 HX 370,AMD Integrated,24,LPDDR5X,512,SSD,Windows 11,109990
ds04,MSI,14th Gen Intel Core i7 14700HX,NVIDIA Dedicated,32,DDR5,2048,SSD,Windows 11,279990
ds04,MSI,13th Gen Intel Core i5 13420H,NVIDIA Dedicated,8,DDR5,512,SSD,Windows 11,56990
ds04,Asus,7th Gen AMD Ryzen 5 7520U,AMD Integrated,16,LPDDR5,512,SSD,Windows 11,40899
ds04,MSI,13th Gen Intel Core i7 13620H,NVIDIA Dedicated,16,DDR5,512,SSD,Windows 11,67990
ds04,MSI,13th Gen Intel Core i5 13420H,NVIDIA Dedicated,8,DDR5,512,SSD,Windows 11,61990
ds04,Asus,7th Gen AMD Ryzen 5 7520U,AMD Integrated,16,LPDDR5,512,SSD,Windows 11,46990
ds04,Asus,7th Gen AMD Ryzen 5 7535HS,NVIDIA Dedicated,8,DDR4,512,SSD,Windows 11,53990
ds04,HP,13th Gen Intel Core i5 13420H,NVIDIA Dedicated,16,DDR4,512,SSD,Windows 11,79490
ds04,Lenovo,13th Gen Intel Core i5 1335U,Intel Integrated,16,DDR5,512,SSD,Windows 11,57990
ds04,Infinix,12th Gen Intel Core i7 1255U,Intel Integrated,16,LPDDR4X,512,SSD,Windows 11,39999
ds04,Lenovo,13th Gen Intel Core i7 1355U,Intel Integrated,16,DDR4,1024,SSD,Windows 11,91990
ds04,Acer,13th Gen Intel Core i5 13420H,NVIDIA Dedicated,8,DDR4,512,SSD,Windows 11,54990
ds04,Acer,Intel Core i3 N305,Intel Integrated,8,DDR4,512,SSD,Windows 11,41990
ds04,Acer,13th Gen Intel Core i5 1335U,Intel Integrated,16,LPDDR5,512,SSD,Windows 11,44990
ds04,Dell,Intel Core Ultra 7 Series 1 155H,Intel Integrated,32,LPDDR5X,1024,SSD,Windows 11,204990
ds04,Dell,13th Gen Intel Core i5 1334U,Intel Integrated,16,DDR4,1024,SSD,Windows 11,58790
ds04,MSI,12th Gen Intel Core i7 1255U,Intel Integrated,16,DDR4,512,SSD,Windows 11,54990
ds04,HP,13th Gen Intel Core i3 1315U,Intel Integrated,8,DDR4,512,SSD,Windows 11,42990
ds04,MSI,12th Gen Intel Core i5 1235U,Intel Integrated,16,Unknown,512,SSD,Windows 11,39990
ds04,Lenovo,12th Gen Intel Core i5 12450HX,NVIDIA Dedicated,24,DDR5,512,SSD,Windows 11,72490
ds04,Lenovo,12th Gen Intel Core i5 12450H,Intel Integrated,16,DDR4,512,SSD,Windows 11,50490
ds04,MSI,Intel Core Ultra 7 258V,Intel Integrated,32,LPDDR5X,1024,SSD,Windows 11,126990
ds04,MSI,12th Gen Intel Core i7 12650H,NVIDIA Dedicated,16,DDR4,512,SSD,Windows 11,69500
ds04,Lenovo,12th Gen Intel Core i5 12450H,Intel Integrated,16,LPDDR5,512,SSD,Windows 11,52170
ds04,Dell,12th Gen Intel Core i5 1235U,Intel Integrated,8,DDR4,512,SSD,Windows 11,55990
ds04,Asus,Intel Celeron N4500,Intel Integrated,4,DDR4,256,SSD,Windows 11,24990
ds04,Acer,13th Gen Intel Core i5 1334U,Intel Integrated,16,DDR4,512,SSD,Windows 11,48999
ds04,MSI,12th Gen Intel Core i7 12650H,NVIDIA Dedicated,16,Unknown,1024,SSD,Windows 11,72890
ds04,HP,7th Gen AMD Ryzen 5 7520U,AMD Integrated,8,DDR4,512,SSD,DOS,32499
ds04,Asus,13th Gen Intel Core i5 13420H,NVIDIA Dedicated,16,DDR5,512,SSD,Windows 11,109900
ds04,HP,Intel Core Ultra 7 Series 1 155H,NVIDIA Dedicated,32,DDR5,1024,SSD,Windows 11,151999
ds04,Dell,13th Gen Intel Core i7 1355U,Intel Integrated,8,Unknown,512,SSD,Windows 11,92500
ds04,Dell,11th Gen Intel Core i3 1115G4,Intel Integrated,8,DDR4,512,SSD,DOS,31790
ds04,Asus,Intel Core Ultra 7 Series 1 155H,Intel Integrated,16,DDR4,1024,SSD,Windows 11,99990
ds04,Acer,5th Gen AMD Ryzen 5 5625U,AMD Integrated,8,DDR4,512,SSD,Windows 11,31490
ds04,Dell,Intel Core Ultra 7 Series 2 258V,Intel Integrated,32,LPDDR5,1024,SSD,Windows 11,208290
ds04,HP,12th Gen Intel Core i3 1315U,Intel Integrated,16,Unknown,512,SSD,Windows 11,32209
ds04,HP,7th Gen AMD Ryzen 5 7530U,AMD Integrated,8,DDR4,512,SSD,Windows,36990
ds04,HP,3rd Gen AMD Ryzen 5 3500U,AMD Integrated,16,Unknown,512,SSD,Windows 11,32849
ds04,Dell,13th Gen Intel Core i5 1334U,Intel Integrated,16,Unknown,1024,SSD,Windows 11,67985
ds04,Acer,7th Gen AMD Ryzen 7 7730U,Intel Integrated,16,LPDDR4X,512,SSD,Windows 11,41999
ds04,Acer,7th Gen AMD Ryzen 7 7730U,Intel Integrated,16,LPDDR4X,1024,SSD,Windows 11,47490
ds04,Lenovo,13th Gen Intel Core i5 13420H,Intel Integrated,16,LPDDR5X,512,SSD,Windows 11,72190
ds04,Asus,12th Gen Intel Core i7 12700H,NVIDIA Dedicated,16,DDR4,512,SSD,Windows 11,75990
ds04,HP,Intel Core Ultra 7 Series 1 155H,Intel Integrated,16,DDR5,1024,SSD,Windows 11,124599
ds04,Acer,7th Gen AMD Ryzen 5 7430U,AMD Integrated,16,DDR4,512,SSD,Windows 11,38990
ds04,Acer,7th Gen AMD Ryzen 5 7430U,AMD Integrated,8,DDR4,512,SSD,Windows 11,36490
ds04,Asus,7th Gen AMD Ryzen 7 7435HS,NVIDIA Dedicated,16,DDR5,512,SSD,Windows 11,60990
ds04,Lenovo,13th Gen Intel Core i3 1305U,Intel Integrated,8,Unknown,512,SSD,Windows 11,38790
ds04,Acer,13th Gen Intel Core i7 13620H,NVIDIA Dedicated,16,DDR4,512,SSD,Windows 11,66291
ds04,Lenovo,8th Gen AMD Ryzen 7 8845HS,NVIDIA Dedicated,16,DDR5,1024,SSD,Windows 11,142190
ds04,Lenovo,12th Gen Intel Core i5 12450H,Intel Integrated,8,LPDDR5,512,SSD,Windows 11,50090
ds04,Asus,Qualcomm Snapdragon X Plus X1P 42 100,Qualcomm Integrated,16,LPDDR5X,1024,SSD,Windows 11,139990
ds04,HP,12th Gen Intel Core i5 1235U,Intel Integrated,8,DDR4,1024,SSD,Windows 11,51900
ds04,Lenovo,12th Gen Intel Core i3 1215U,Intel Integrated,8,DDR4,512,SSD,Windows 11,33990
ds04,Acer,7th Gen AMD Ryzen 7 7730U,AMD Integrated,16,Unknown,1024,SSD,Windows 11,52990
ds04,MSI,7th Gen AMD Ryzen 9 7945HX,NVIDIA Dedicated,32,DDR5,1024,SSD,Windows 11,269990
ds04,Acer,12th Gen Intel Core i5 12450H,Intel Integrated,12,DDR4,512,SSD,Windows 11,45990
ds04,Lenovo,Intel Core Ultra 5 Series 1 125H,Intel Integrated,16,LPDDR5X,512,SSD,Windows 11,85190
ds04,Asus,Qualcomm Snapdragon X Plus X1P 42,Qualcomm Integrated,16,LPDDR5X,1024,SSD,Windows 11,90990
ds04,Acer,12th Gen Intel Core i3 1215U,Intel Integrated,16,DDR4,512,SSD,Windows 11,33990
ds04,Asus,8th Gen AMD Ryzen 7 8845HS,NVIDIA Dedicated,16,LPDDR5X,1024,SSD,Windows 11,119900
ds04,MSI,14th Gen Intel Core i7 14700HX,NVIDIA Dedicated,32,DDR5,1024,SSD,Windows 11,139990
ds04,Asus,AMD Ryzen AI 9 365,NVIDIA Dedicated,24,LPDDR5X,1024,SSD,Windows 11,179990
ds04,MSI,13th Gen Intel Core i7 13620H,NVIDIA Dedicated,16,DDR5,512,SSD,Windows 11,89990
ds04,Asus,AMD Ryzen AI 9 HX 370,AMD Integrated,24,LPDDR5X,512,SSD,Windows 11,104890
ds04,Asus,7th Gen AMD Ryzen 5 7520U,AMD Integrated,16,LPDDR5,512,SSD,Windows 11,50670
ds04,MSI,12th Gen Intel Core i3 1215U,Intel Integrated,16,Unknown,512,SSD,Windows 11,31500
ds04,HP,Intel Core Ultra 7 Series 1 155H,NVIDIA Dedicated,16,DDR5,1024,SSD,Windows 11,196999
ds04,Lenovo,Qualcomm Snapdragon X Elite X1E-78-100,Qualcomm Integrated,32,LPDDR5X,1024,SSD,Windows 11,140190
ds04,Asus,12th Gen Intel Core i3 1215U,Intel Integrated,16,DDR4,512,SSD,Windows 11,37800
ds04,Asus,7th Gen AMD Ryzen 5 7535HS,NVIDIA Dedicated,8,DDR4,512,SSD,Windows 11,54990
ds04,Infinix,12th Gen Intel Core i5 1235U,Intel Integrated,16,LPDDR4X,512,SSD,Windows 11,69990
ds04,HP,12th Gen Intel Core i5 1235U,Intel Integrated,16,DDR4,512,SSD,Windows 11,49300
ds04,Lenovo,13th Gen Intel Core i7 1355U,Intel Integrated,16,DDR4,1024,SSD,Windows 11,89399
ds04,Acer,13th Gen Intel Core i5 13420H,NVIDIA Dedicated,8,DDR4,512,SSD,Windows 11,59990
ds04,Dell,8th Gen AMD Ryzen 5 8540U,AMD Integrated,16,DDR5,512,SSD,Windows 11,60390
ds04,Gigabyte,14th Gen Intel Core i9 14900HX,NVIDIA Dedicated,32,DDR5,2048,SSD,Windows 11,200915
ds04,Acer,13th Gen Intel Core i5 1335U,Intel Integrated,16,LPDDR5,512,SSD,Windows 11,49990
ds04,HP,8th Gen AMD Ryzen 5 8540U,AMD Integrated,16,LPDDR5,512,SSD,Windows 11,62990
ds04,MSI,Intel Core Ultra 9 Series 1 185H,NVIDIA Dedicated,32,DDR5,1024,SSD,Windows 11,319990
ds04,Apple,Apple M3,Apple Integrated,16,Unknown,1024,SSD,macOS,174900
ds04,HP,13th Gen Intel Core i3 1315U,Intel Integrated,8,DDR4,512,SSD,Windows 11,38880
ds04,Asus,13th Gen Intel Core i9 13900H,Intel Integrated,16,LPDDR5,512,SSD,Windows 11,91990
ds04,MSI,12th Gen Intel Core i7 1255U,Intel Integrated,16,DDR4,512,SSD,Windows 11,52990
ds04,MSI,12th Gen Intel Core i5 1235U,Intel Integrated,16,DDR4,512,SSD,Windows 11,44490
ds04,Dell,13th Gen Intel Core i5 1334U,Intel Integrated,16,DDR4,1024,SSD,Windows 11,57490
ds04,Lenovo,12th Gen Intel Core i5 12450HX,NVIDIA Dedicated,24,DDR5,512,SSD,Windows 11,74690
ds04,Thomson,12th Gen Intel Core i3 1215U,Intel Integrated,8,LPDDR4,512,SSD,Windows 11,27990
ds04,Huawei,Intel Core Ultra 9 Series 1 185H,Intel Integrated,32,Unknown,2048,SSD,Windows 11,127990
ds04,HP,13th Gen Intel Core i7 13620H,NVIDIA Dedicated,16,DDR4,512,SSD,Windows 11,83990
ds04,Lenovo,13th Gen Intel Core i5 13450HX,NVIDIA Dedicated,16,DDR5,512,SSD,Windows 11,77990
ds04,MSI,12th Gen Intel Core i7 1255U,Intel Integrated,16,Unknown,512,SSD,Windows 11,45990
ds04,Lenovo,Intel Core Ultra 5 Series 1 125H,Intel Integrated,16,LPDDR5,512,SSD,Windows 11,70990
ds04,HP,12th Gen Intel Core i5 12450H,NVIDIA Dedicated,16,DDR4,512,SSD,Windows 11,65800
ds04,Asus,12th Gen Intel Core i5 1235U,Intel Integrated,16,DDR4,512,SSD,Windows 11,46490
ds04,Acer,14th Gen Intel Core i7 14700HX,NVIDIA Dedicated,16,DDR5,1024,SSD,Windows 11,189990
ds04,Lenovo,Intel Core Ultra 7 155U,Intel Integrated,32,LPDDR5X,1024,SSD,Windows 11,239990
ds04,Lenovo,Intel Core Ultra 9 Series 1 185H,NVIDIA Dedicated,32,LPDDR5X,1024,SSD,Windows 11,182190
ds04,Lenovo,Intel Core Ultra 7 Series 1 155H,Intel Integrated,32,LPDDR5X,1024,SSD,Windows 11,180190
ds04,Asus,7th Gen AMD Ryzen 7 7435HS,NVIDIA Dedicated,16,DDR5,512,SSD,Windows 11,62990
ds04,HP,12th Gen Intel Core i7 12650H,NVIDIA Dedicated,16,DDR4,512,SSD,Windows 11,71490
ds04,HP,Qualcomm Snapdragon X Elite X1E-78-100,Qualcomm Integrated,16,LPDDR5X,1024,SSD,Windows 11,136700
ds04,Lenovo,5th Gen AMD Ryzen 7 5700U,AMD Integrated,16,DDR4,512,SSD,Windows 11,41990
ds04,Thomson,Intel Celeron N4020,Intel Integrated,4,LPDDR4,128,SSD,Windows 11,16490
ds04,Asus,12th Gen Intel Core i7 12700H,NVIDIA Dedicated,16,DDR5,512,SSD,Windows 11,76990
ds04,HP,12th Gen Intel Core i7 12650H,NVIDIA Dedicated,16,DDR4,1024,SSD,Windows 11,75990
ds04,Asus,7th Gen AMD Ryzen 7 7435HS,NVIDIA Dedicated,16,DDR5,512,SSD,Windows 11,59490
ds04,Acer,12th Gen Intel Core i7 1255U,Intel Integrated,16,DDR4,1024,SSD,Windows 11,55990
ds04,HP,12th Gen Intel Core i5 12450H,NVIDIA Dedicated,16,DDR4,1024,SSD,Windows 11,68990
ds04,HP,7th Gen AMD Ryzen 5 7520U,AMD Integrated,8,LPDDR5,512,SSD,Windows 11,39780
ds04,Acer,Intel Celeron N4500,Intel Integrated,8,LPDDR4X,512,SSD,Windows 11,22990
ds04,Acer,Intel Celeron N4500,Intel Integrated,8,LPDDR4X,256,SSD,Windows 11,21490
ds04,HP,Intel Core i3 N305,Intel Integrated,8,LPDDR5,256,HDD,Chrome OS,46990
ds04,Thomson,12th Gen Intel Core i7 1255U,Intel Integrated,16,LPDDR4,512,SSD,Windows 11,43990
ds04,Thomson,12th Gen Intel Core i3 1215U,Intel Integrated,8,LPDDR4,256,SSD,Windows 11,27490
ds04,Dell,Qualcomm Snapdragon X Elite X1E-80-100,Qualcomm Integrated,16,LPDDR5X,512,SSD,Windows 11,141583
ds04,HP,Intel N200 N200,Intel Integrated,8,LPDDR5,128,HDD,Chrome OS,40990
ds04,Acer,13th Gen Intel Core i7 13620H,NVIDIA Dedicated,16,DDR5,1024,SSD,Windows 11,174990
ds04,Lenovo,8th Gen AMD Ryzen 7 8845HS,AMD Integrated,16,LPDDR5X,512,SSD,Windows 11,77690
ds04,Lenovo,8th Gen AMD Ryzen 5 8645HS,AMD Integrated,16,LPDDR5X,512,SSD,Windows 11,72690
ds04,Microsoft,Qualcomm Snapdragon X Elite,Qualcomm Integrated,16,LPDDR5X,1024,SSD,Windows 11,180990
ds04,Microsoft,Qualcomm Snapdragon X Elite,Qualcomm Integrated,32,LPDDR5X,1024,SSD,Windows 11,232990
ds04,Microsoft,Qualcomm Snapdragon X Plus,Qualcomm Integrated,16,LPDDR5X,512,SSD,Windows 11,130019
ds04,Thomson,Intel Celeron N4020,Intel Integrated,4,LPDDR4,128,SSD,Windows 11,14990
ds04,Microsoft,Qualcomm Snapdragon X Plus,Qualcomm Integrated,16,LPDDR5X,256,SSD,Windows 11,131990
ds04,Microsoft,Qualcomm Snapdragon X Elite,Qualcomm Integrated,16,LPDDR5X,1024,SSD,Windows 11,178990
ds04,Microsoft,Qualcomm Snapdragon X Elite,Qualcomm Integrated,32,LPDDR5X,1024,SSD,Windows 11,202990
ds04,HP,Intel Core i3 N305,Intel Integrated,8,LPDDR5,256,HDD,Chrome OS,41641
ds04,Acer,13th Gen Intel Core i3 1305U,Intel Integrated,8,DDR4,512,SSD,Windows 11,30990
ds04,Lenovo,7th Gen AMD Ryzen 7 7735HS,NVIDIA Dedicated,16,DDR5,512,SSD,Windows 11,76250
ds04,HP,Intel N100 N100,Intel Integrated,4,LPDDR5,64,HDD,Chrome OS,29610
